age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,tuition_monthly,financial_aid_monthly,books_supplies_monthly,total_spending,spending_margin,gmm_label,spending_category
20,Female,Junior,Psychology,639,13,4097,780,226,120,86,56,23,75,147,143,Mobile Payment App,683,2,14,2267,1626,2,Over-Spender
19,Male,Sophomore,Economics,1397,854,3186,552,258,123,127,61,21,127,71,186,Credit/Debit Card,531,142,21,1951,412,1,Saver
18,Female,Freshman,Economics,935,918,3901,724,128,122,56,39,53,152,108,134,Mobile Payment App,650,153,9,2119,1031,1,Saver
18,Non-binary,Senior,Computer Science,882,524,4983,502,196,153,63,131,80,274,140,86,Credit/Debit Card,830,87,10,2402,1433,0,Balanced
20,Female,Freshman,Psychology,1398,912,4709,864,267,181,165,149,62,64,92,194,Mobile Payment App,785,152,28,2686,1136,0,Balanced
24,Non-binary,Sophomore,Biology,1461,403,3664,519,137,127,286,115,29,84,121,127,Cash,611,67,48,1918,390,1,Saver
24,Male,Senior,Engineering,1430,928,4968,682,336,89,135,76,66,289,82,95,Mobile Payment App,828,155,22,2565,980,1,Saver
22,Non-binary,Junior,Biology,953,925,5135,924,148,56,61,33,70,156,126,33,Credit/Debit Card,856,154,10,2412,1305,0,Balanced
19,Male,Junior,Psychology,1456,803,3431,636,136,177,131,112,28,249,116,128,Mobile Payment App,572,134,22,2176,586,1,Saver
22,Female,Junior,Computer Science,892,563,5529,437,230,85,57,49,27,151,44,199,Credit/Debit Card,922,94,10,2154,1168,0,Balanced
20,Non-binary,Sophomore,Psychology,539,494,4349,450,398,107,215,51,52,89,191,158,Mobile Payment App,725,82,36,2257,1636,2,Over-Spender
25,Non-binary,Junior,Economics,1024,756,4532,798,328,112,159,69,24,275,31,87,Cash,755,126,26,2505,1355,0,Balanced
22,Female,Senior,Biology,1405,544,5276,782,281,52,67,69,77,270,141,196,Mobile Payment App,879,91,11,2758,1262,0,Balanced
21,Male,Sophomore,Biology,691,710,3636,478,342,58,136,65,75,277,170,136,Credit/Debit Card,606,118,23,2230,1421,0,Balanced
19,Female,Junior,Biology,1157,333,3509,987,281,77,170,27,87,151,108,68,Mobile Payment App,585,56,28,2399,1186,0,Balanced
21,Non-binary,Junior,Computer Science,555,980,5657,707,302,195,207,141,91,126,180,67,Credit/Debit Card,943,163,34,2786,2068,2,Over-Spender
25,Non-binary,Senior,Biology,1245,803,4743,899,285,99,193,106,76,270,200,58,Credit/Debit Card,790,134,32,2815,1436,0,Balanced
25,Male,Senior,Biology,1227,408,5607,759,365,137,247,97,56,162,136,173,Credit/Debit Card,934,68,41,2860,1565,0,Balanced
18,Female,Freshman,Biology,825,403,5204,401,293,75,268,24,36,105,197,125,Mobile Payment App,867,67,45,2168,1276,0,Balanced
18,Female,Freshman,Economics,1359,468,3900,401,283,190,183,60,78,153,64,195,Credit/Debit Card,650,78,30,2104,667,1,Saver
22,Male,Junior,Economics,556,317,4429,834,166,130,174,86,46,222,33,145,Mobile Payment App,738,53,29,2429,1820,2,Over-Spender
20,Non-binary,Sophomore,Biology,1110,400,5325,586,400,62,120,54,30,294,125,167,Mobile Payment App,888,67,20,2626,1449,0,Balanced
21,Non-binary,Sophomore,Engineering,518,565,4940,783,157,97,129,122,20,71,175,115,Mobile Payment App,823,94,22,2385,1773,2,Over-Spender
19,Male,Senior,Engineering,932,611,4386,833,159,84,184,63,80,223,73,179,Mobile Payment App,731,102,31,2456,1422,0,Balanced
22,Female,Senior,Computer Science,683,651,5671,866,101,155,274,131,81,183,49,21,Mobile Payment App,945,108,46,2578,1787,2,Over-Spender
24,Male,Sophomore,Economics,1397,375,5325,637,139,83,217,55,48,293,195,71,Cash,888,62,36,2445,986,1,Saver
24,Non-binary,Freshman,Biology,1201,441,4212,864,140,83,97,85,89,90,115,141,Credit/Debit Card,702,74,16,2325,1050,1,Saver
22,Non-binary,Junior,Psychology,1402,519,3124,886,381,193,120,64,68,153,151,118,Mobile Payment App,521,86,20,2555,1067,0,Balanced
25,Male,Senior,Economics,844,18,5452,910,220,71,109,75,91,244,105,123,Credit/Debit Card,909,3,18,2766,1919,2,Over-Spender
19,Female,Senior,Biology,1366,142,5925,614,304,163,240,127,83,108,163,152,Credit/Debit Card,988,24,40,2742,1352,0,Balanced
19,Male,Senior,Biology,923,734,4576,519,383,110,255,36,31,225,126,123,Credit/Debit Card,763,122,42,2358,1313,0,Balanced
21,Non-binary,Freshman,Biology,542,905,3434,987,297,160,189,150,26,286,185,86,Cash,572,151,32,2781,2088,2,Over-Spender
23,Female,Junior,Biology,1130,49,4833,415,100,160,262,98,32,99,117,149,Credit/Debit Card,806,8,44,2020,882,1,Saver
23,Non-binary,Junior,Biology,848,420,4663,950,173,167,101,108,29,54,159,128,Mobile Payment App,777,70,17,2562,1644,2,Over-Spender
19,Female,Junior,Engineering,1022,227,4305,982,296,73,252,149,79,206,152,162,Cash,718,38,42,2859,1799,2,Over-Spender
23,Non-binary,Junior,Economics,1189,980,4230,607,190,52,250,140,63,190,125,186,Credit/Debit Card,705,163,42,2300,948,1,Saver
18,Female,Sophomore,Economics,771,45,3719,821,189,173,295,60,38,258,107,187,Mobile Payment App,620,8,49,2502,1723,2,Over-Spender
25,Non-binary,Sophomore,Computer Science,1280,483,5743,678,206,54,82,49,85,256,187,29,Credit/Debit Card,957,80,14,2515,1155,0,Balanced
21,Male,Senior,Biology,933,988,4414,731,298,123,273,22,20,147,41,128,Cash,736,165,46,2292,1194,0,Balanced
24,Female,Sophomore,Computer Science,1257,795,5913,480,120,107,300,34,46,219,193,195,Mobile Payment App,986,132,50,2430,1041,1,Saver
24,Female,Junior,Computer Science,1313,818,3335,845,363,190,212,69,37,103,186,79,Cash,556,136,35,2463,1014,1,Saver
21,Male,Senior,Engineering,1034,927,4084,758,330,179,136,149,63,242,190,36,Mobile Payment App,681,154,23,2651,1463,0,Balanced
19,Male,Sophomore,Psychology,669,153,5509,741,335,78,170,69,68,296,73,166,Mobile Payment App,918,26,28,2772,2077,2,Over-Spender
19,Non-binary,Senior,Computer Science,728,814,3380,970,183,178,139,29,63,193,64,175,Mobile Payment App,563,136,23,2441,1577,0,Balanced
18,Male,Sophomore,Economics,569,513,5429,730,375,118,195,96,27,280,65,136,Mobile Payment App,905,86,32,2764,2109,2,Over-Spender
19,Male,Freshman,Engineering,960,179,5253,671,161,128,273,40,89,233,163,172,Cash,876,30,46,2579,1589,0,Balanced
18,Male,Freshman,Computer Science,1288,879,3829,982,191,65,86,107,80,97,137,134,Cash,638,146,14,2445,1011,1,Saver
22,Female,Freshman,Engineering,556,904,3548,689,105,145,165,133,71,110,183,98,Cash,591,151,28,2153,1446,0,Balanced
23,Male,Senior,Engineering,1413,80,5976,836,386,194,266,29,99,213,109,158,Cash,996,13,44,3064,1638,2,Over-Spender
25,Non-binary,Senior,Biology,957,114,4956,923,326,150,199,49,88,246,118,78,Cash,826,19,33,2837,1861,2,Over-Spender
24,Non-binary,Freshman,Engineering,1084,582,3305,520,353,89,279,20,68,173,151,128,Mobile Payment App,551,97,46,2099,918,1,Saver
22,Male,Freshman,Psychology,1270,546,4425,559,304,160,79,95,99,191,70,189,Mobile Payment App,738,91,13,2418,1057,1,Saver
24,Female,Sophomore,Computer Science,845,484,5594,793,130,51,153,77,47,89,151,63,Mobile Payment App,932,81,26,2359,1433,0,Balanced
21,Female,Freshman,Economics,1423,298,4484,439,312,157,118,56,43,235,188,129,Cash,747,50,20,2326,853,1,Saver
19,Male,Sophomore,Engineering,683,614,4718,643,132,186,83,31,68,85,181,96,Cash,786,102,14,2222,1437,0,Balanced
21,Non-binary,Freshman,Psychology,1309,561,5639,973,303,197,117,37,64,101,37,142,Mobile Payment App,940,94,20,2814,1411,0,Balanced
25,Male,Senior,Economics,888,218,4433,806,166,121,75,148,69,120,128,71,Credit/Debit Card,739,36,12,2380,1456,0,Balanced
24,Male,Sophomore,Psychology,1496,522,4678,640,212,140,200,22,69,98,162,70,Credit/Debit Card,780,87,33,2226,643,1,Saver
25,Male,Junior,Economics,965,465,4599,737,291,88,70,70,34,170,195,64,Cash,766,78,12,2427,1384,0,Balanced
20,Female,Junior,Biology,1329,533,3509,826,234,131,262,142,30,157,141,40,Cash,585,89,44,2330,912,1,Saver
21,Female,Sophomore,Engineering,1021,789,5681,844,235,99,167,115,53,127,131,190,Mobile Payment App,947,132,28,2769,1616,2,Over-Spender
18,Male,Freshman,Biology,501,422,5257,612,149,142,72,58,36,230,73,44,Mobile Payment App,876,70,12,2232,1661,2,Over-Spender
21,Female,Sophomore,Engineering,1223,302,3930,801,128,157,242,135,36,226,193,52,Mobile Payment App,655,50,40,2423,1150,0,Balanced
19,Male,Senior,Psychology,1495,1000,5857,980,228,126,82,39,72,144,78,190,Cash,976,167,14,2847,1185,0,Balanced
25,Male,Sophomore,Engineering,862,674,5473,575,338,54,264,39,60,262,180,196,Cash,912,112,44,2660,1686,2,Over-Spender
25,Male,Senior,Economics,1037,844,4320,894,393,176,280,73,21,241,44,196,Credit/Debit Card,720,141,47,2805,1627,2,Over-Spender
19,Male,Freshman,Engineering,505,293,5861,835,387,181,250,93,91,113,81,171,Cash,977,49,42,2971,2417,2,Over-Spender
24,Female,Senior,Psychology,1193,397,4234,761,120,75,92,104,28,216,101,116,Credit/Debit Card,706,66,15,2242,983,1,Saver
18,Non-binary,Sophomore,Psychology,1452,683,3275,586,327,65,176,32,40,205,160,58,Credit/Debit Card,546,114,29,2048,482,1,Saver
24,Non-binary,Sophomore,Psychology,1422,860,4913,892,149,115,159,133,90,227,92,147,Cash,819,143,26,2690,1125,0,Balanced
25,Male,Sophomore,Biology,717,197,5618,696,354,105,102,26,95,300,110,78,Cash,936,33,17,2717,1967,2,Over-Spender
24,Female,Junior,Economics,1333,538,5187,467,237,183,192,114,79,248,95,41,Credit/Debit Card,864,90,32,2360,937,1,Saver
24,Female,Sophomore,Psychology,978,974,4420,642,241,146,183,30,76,130,79,21,Cash,737,162,30,2132,992,1,Saver
25,Male,Freshman,Biology,1141,362,3197,926,397,121,150,122,69,258,173,120,Mobile Payment App,533,60,25,2744,1543,0,Balanced
22,Male,Sophomore,Biology,1399,611,4995,678,220,93,84,144,49,200,189,90,Mobile Payment App,832,102,14,2509,1008,1,Saver
24,Male,Freshman,Psychology,1200,341,4547,778,330,51,129,24,75,238,192,153,Cash,758,57,22,2621,1364,0,Balanced
21,Non-binary,Sophomore,Economics,1053,64,4305,444,142,139,280,34,56,176,38,147,Mobile Payment App,718,11,47,1941,877,1,Saver
25,Non-binary,Junior,Biology,1118,584,4423,592,126,149,134,74,48,109,114,131,Cash,737,97,22,2102,887,1,Saver
21,Male,Junior,Biology,1094,321,3758,741,137,172,50,147,96,134,192,56,Mobile Payment App,626,54,8,2309,1161,0,Balanced
21,Non-binary,Freshman,Psychology,1252,226,4206,530,245,126,69,147,52,64,183,24,Credit/Debit Card,701,38,12,2084,794,1,Saver
18,Male,Junior,Psychology,686,252,5848,720,238,191,265,39,58,104,142,82,Mobile Payment App,975,42,44,2593,1865,2,Over-Spender
18,Male,Junior,Economics,513,123,5909,807,168,161,181,48,26,124,46,58,Cash,985,20,30,2453,1920,2,Over-Spender
25,Male,Junior,Biology,1174,75,4909,799,149,163,151,138,30,298,115,43,Cash,818,12,25,2578,1392,0,Balanced
24,Non-binary,Freshman,Psychology,1224,235,4645,913,209,101,77,85,97,78,80,111,Cash,774,39,13,2461,1198,0,Balanced
23,Non-binary,Junior,Biology,975,211,3952,769,131,134,283,65,91,127,151,79,Credit/Debit Card,659,35,47,2253,1243,0,Balanced
18,Male,Sophomore,Engineering,1435,950,3626,842,221,139,87,136,68,54,129,54,Mobile Payment App,604,158,14,2261,668,1,Saver
22,Male,Senior,Engineering,894,27,4496,718,373,144,254,139,82,286,134,198,Credit/Debit Card,749,4,42,2865,1967,2,Over-Spender
21,Non-binary,Junior,Economics,1168,81,5292,637,175,196,193,52,90,217,48,178,Cash,882,14,32,2507,1325,0,Balanced
25,Male,Freshman,Computer Science,1482,92,3987,540,194,125,193,143,78,268,63,199,Credit/Debit Card,664,15,32,2306,809,1,Saver
19,Non-binary,Sophomore,Psychology,1385,249,5745,452,399,170,71,145,37,231,114,154,Mobile Payment App,958,42,12,2672,1245,0,Balanced
20,Male,Sophomore,Computer Science,1476,832,5745,808,225,73,251,22,95,123,78,178,Mobile Payment App,958,139,42,2602,987,1,Saver
22,Female,Senior,Economics,812,101,4840,777,195,87,51,71,48,162,188,58,Mobile Payment App,807,17,8,2401,1572,0,Balanced
18,Male,Freshman,Psychology,1191,611,3373,673,327,62,164,133,26,229,107,152,Cash,562,102,27,2298,1005,1,Saver
20,Male,Senior,Economics,1440,1000,3823,525,135,142,131,34,27,90,200,122,Cash,637,167,22,1934,327,1,Saver
24,Female,Sophomore,Biology,1447,246,4038,406,235,113,98,113,50,71,37,33,Credit/Debit Card,673,41,16,1747,259,1,Saver
21,Female,Freshman,Computer Science,1030,357,4883,806,100,99,87,46,38,155,169,91,Mobile Payment App,814,60,14,2332,1242,0,Balanced
23,Female,Senior,Engineering,1034,202,5347,558,381,116,271,67,44,228,124,184,Credit/Debit Card,891,34,45,2638,1570,0,Balanced
20,Female,Junior,Economics,1406,10,3674,967,303,94,286,61,61,121,181,62,Mobile Payment App,612,2,48,2510,1102,0,Balanced
21,Non-binary,Senior,Biology,1086,38,3425,605,381,53,171,129,24,165,136,67,Credit/Debit Card,571,6,28,2159,1067,0,Balanced
25,Female,Sophomore,Psychology,1334,320,4772,794,204,129,160,139,37,228,106,67,Mobile Payment App,795,53,27,2526,1139,0,Balanced
25,Female,Senior,Engineering,507,474,4996,750,181,107,156,79,27,122,39,87,Cash,833,79,26,2251,1665,2,Over-Spender
21,Male,Senior,Engineering,1483,892,4014,458,400,90,217,134,50,142,60,42,Mobile Payment App,669,149,36,2081,449,1,Saver
20,Non-binary,Sophomore,Economics,888,228,3253,539,207,182,241,71,41,254,125,48,Credit/Debit Card,542,38,40,2049,1123,0,Balanced
23,Non-binary,Freshman,Economics,1204,815,4350,871,166,120,275,87,77,237,85,21,Credit/Debit Card,725,136,46,2435,1095,0,Balanced
23,Male,Junior,Economics,1047,207,5892,667,161,197,255,53,96,168,105,168,Cash,982,34,42,2639,1558,0,Balanced
21,Male,Freshman,Psychology,1279,900,5478,815,336,136,154,145,81,236,108,186,Credit/Debit Card,913,150,26,2982,1553,0,Balanced
19,Female,Sophomore,Economics,613,543,5947,622,309,99,151,94,36,83,199,141,Mobile Payment App,991,90,25,2599,1896,2,Over-Spender
18,Male,Senior,Computer Science,1280,550,4843,500,112,99,119,67,70,141,97,109,Credit/Debit Card,807,92,20,2022,650,1,Saver
25,Male,Sophomore,Economics,696,976,5246,475,258,162,87,67,68,232,72,132,Mobile Payment App,874,163,14,2354,1495,0,Balanced
20,Female,Senior,Economics,1191,315,4490,476,270,152,169,129,100,75,193,157,Credit/Debit Card,748,52,28,2328,1085,0,Balanced
24,Female,Freshman,Biology,1287,239,3301,493,252,98,246,36,70,282,134,114,Mobile Payment App,550,40,41,2070,743,1,Saver
23,Female,Junior,Engineering,1391,362,4261,697,269,108,105,145,43,100,39,144,Cash,710,60,18,2273,822,1,Saver
23,Non-binary,Sophomore,Economics,1345,291,4809,686,173,132,229,115,40,207,63,57,Credit/Debit Card,802,48,38,2313,920,1,Saver
19,Non-binary,Junior,Computer Science,1344,825,3106,563,333,142,129,111,47,96,94,153,Cash,518,138,22,2079,597,1,Saver
23,Non-binary,Junior,Economics,779,708,3808,876,391,94,298,34,34,192,87,107,Mobile Payment App,635,118,50,2500,1603,2,Over-Spender
23,Female,Senior,Economics,1123,490,5507,932,370,141,233,91,61,258,139,187,Mobile Payment App,918,82,39,3136,1931,2,Over-Spender
22,Male,Senior,Economics,1038,686,4766,929,366,133,70,93,90,74,118,106,Credit/Debit Card,794,114,12,2715,1563,0,Balanced
22,Female,Senior,Computer Science,595,995,3971,572,111,79,291,24,71,244,61,198,Mobile Payment App,662,166,48,2070,1309,0,Balanced
25,Non-binary,Freshman,Engineering,1345,295,4585,621,285,101,270,115,55,211,55,107,Cash,764,49,45,2359,965,1,Saver
19,Non-binary,Junior,Computer Science,534,546,4102,520,371,196,106,75,56,239,45,122,Cash,684,91,18,2326,1701,2,Over-Spender
24,Non-binary,Senior,Computer Science,1176,326,4890,837,245,93,134,78,81,54,107,40,Cash,815,54,22,2372,1142,0,Balanced
20,Non-binary,Sophomore,Biology,836,105,5807,419,243,149,89,72,52,71,74,143,Mobile Payment App,968,18,15,2206,1352,0,Balanced
18,Female,Freshman,Biology,1047,15,4342,620,359,195,212,63,94,193,141,48,Credit/Debit Card,724,2,35,2472,1423,0,Balanced
24,Female,Sophomore,Engineering,865,907,5189,936,161,115,284,61,100,234,129,163,Mobile Payment App,865,151,47,2811,1795,2,Over-Spender
18,Non-binary,Junior,Psychology,1148,565,3353,613,218,159,271,92,67,235,122,186,Credit/Debit Card,559,94,45,2296,1054,1,Saver
21,Female,Senior,Engineering,696,715,5238,710,195,133,98,54,66,294,41,197,Credit/Debit Card,873,119,16,2579,1764,2,Over-Spender
19,Female,Freshman,Economics,778,741,5664,558,398,171,183,71,52,148,83,138,Credit/Debit Card,944,124,30,2593,1691,2,Over-Spender
22,Non-binary,Senior,Psychology,1140,598,5623,665,278,183,236,110,22,238,194,22,Credit/Debit Card,937,100,39,2688,1448,0,Balanced
22,Female,Sophomore,Computer Science,557,351,3510,857,112,158,269,40,78,267,31,146,Cash,585,58,45,2319,1704,2,Over-Spender
24,Male,Sophomore,Computer Science,948,741,5923,954,265,181,81,59,71,216,157,33,Mobile Payment App,987,124,14,2937,1865,2,Over-Spender
24,Female,Freshman,Engineering,1249,574,4477,653,111,182,112,92,84,241,112,196,Mobile Payment App,746,96,19,2436,1091,0,Balanced
24,Non-binary,Sophomore,Economics,1092,988,4819,768,240,158,109,111,33,236,137,58,Credit/Debit Card,803,165,18,2562,1305,0,Balanced
20,Female,Junior,Computer Science,717,958,5667,447,304,194,95,71,49,193,94,103,Mobile Payment App,944,160,16,2415,1538,0,Balanced
19,Female,Sophomore,Computer Science,857,615,3851,487,255,95,287,31,46,299,93,74,Cash,642,102,48,2070,1111,0,Balanced
18,Non-binary,Senior,Biology,1021,581,4690,502,222,161,98,80,73,56,188,85,Credit/Debit Card,782,97,16,2165,1047,1,Saver
22,Female,Sophomore,Psychology,1056,669,5378,596,278,179,223,47,87,135,55,51,Mobile Payment App,896,112,37,2361,1193,0,Balanced
25,Male,Freshman,Economics,758,387,4974,534,101,76,62,65,27,120,160,26,Credit/Debit Card,829,64,10,1948,1126,0,Balanced
21,Non-binary,Freshman,Economics,653,639,5045,496,336,84,236,115,34,220,169,125,Cash,841,106,39,2459,1700,2,Over-Spender
21,Male,Sophomore,Computer Science,643,218,4138,793,271,182,52,55,99,79,45,91,Credit/Debit Card,690,36,9,2314,1635,2,Over-Spender
25,Male,Freshman,Engineering,668,893,3446,653,347,88,276,73,95,73,152,35,Cash,574,149,46,2136,1319,0,Balanced
25,Female,Sophomore,Psychology,645,79,3830,940,249,63,69,61,40,74,76,75,Mobile Payment App,638,13,12,2228,1570,0,Balanced
20,Female,Senior,Psychology,1020,522,3874,408,150,162,168,129,98,255,138,174,Credit/Debit Card,646,87,28,2188,1081,0,Balanced
20,Non-binary,Junior,Computer Science,1128,458,5302,602,270,65,299,143,58,218,138,142,Cash,884,76,50,2570,1366,0,Balanced
22,Male,Senior,Economics,1186,650,4387,798,139,59,160,109,21,275,119,32,Mobile Payment App,731,108,27,2310,1016,1,Saver
23,Female,Senior,Psychology,528,573,4286,889,209,136,149,105,80,151,46,73,Mobile Payment App,714,96,25,2428,1804,2,Over-Spender
25,Male,Senior,Computer Science,774,799,4397,629,163,75,183,39,33,54,136,125,Cash,733,133,30,2017,1110,0,Balanced
22,Male,Senior,Economics,1236,255,3954,600,274,115,84,55,23,297,31,39,Credit/Debit Card,659,42,14,2107,829,1,Saver
24,Non-binary,Sophomore,Biology,938,612,3797,928,190,65,79,111,45,196,113,171,Mobile Payment App,633,102,13,2465,1425,0,Balanced
22,Non-binary,Senior,Computer Science,1169,588,4110,508,104,159,242,30,78,105,163,195,Mobile Payment App,685,98,40,2067,800,1,Saver
25,Male,Freshman,Computer Science,1061,333,5826,949,250,138,158,57,20,265,193,103,Mobile Payment App,971,56,26,2972,1855,2,Over-Spender
24,Non-binary,Sophomore,Economics,514,158,3039,506,361,84,158,132,49,104,159,99,Cash,506,26,26,2026,1486,0,Balanced
19,Male,Junior,Engineering,1015,493,5435,827,369,147,121,87,49,289,121,74,Mobile Payment App,906,82,20,2889,1792,2,Over-Spender
18,Male,Junior,Computer Science,743,104,3493,726,223,105,96,73,37,275,158,75,Mobile Payment App,582,17,16,2270,1510,0,Balanced
21,Male,Sophomore,Engineering,913,70,4183,714,268,88,198,87,31,69,39,177,Cash,697,12,33,2203,1278,0,Balanced
24,Non-binary,Junior,Engineering,1142,946,4748,867,264,166,125,99,69,287,84,135,Credit/Debit Card,791,158,21,2783,1483,0,Balanced
25,Female,Senior,Psychology,868,670,3274,443,308,120,61,70,96,86,199,127,Mobile Payment App,546,112,10,2005,1025,1,Saver
19,Non-binary,Sophomore,Engineering,1464,17,3939,490,357,87,131,97,67,168,87,135,Credit/Debit Card,656,3,22,2166,699,1,Saver
21,Female,Senior,Psychology,1260,617,4060,799,244,62,193,107,62,285,180,130,Cash,677,103,32,2578,1215,0,Balanced
19,Male,Junior,Computer Science,1326,817,5451,453,172,87,62,112,70,220,93,32,Cash,908,136,10,2157,695,1,Saver
18,Female,Senior,Computer Science,1219,671,4152,700,335,152,296,98,86,77,82,27,Cash,692,112,49,2298,967,1,Saver
19,Non-binary,Freshman,Computer Science,1038,823,5211,576,207,92,263,54,26,270,123,165,Credit/Debit Card,868,137,44,2425,1250,0,Balanced
25,Male,Junior,Biology,1418,510,3832,976,370,117,218,89,89,283,185,60,Mobile Payment App,639,85,36,2844,1341,0,Balanced
18,Female,Junior,Engineering,1385,13,4384,678,253,119,76,113,50,229,74,169,Mobile Payment App,731,2,13,2429,1042,1,Saver
23,Female,Freshman,Computer Science,553,118,5030,960,304,135,212,105,54,147,118,183,Mobile Payment App,838,20,35,2879,2306,2,Over-Spender
20,Male,Senior,Economics,1013,227,4119,805,366,62,191,135,60,84,151,172,Mobile Payment App,686,38,32,2553,1502,0,Balanced
18,Non-binary,Senior,Engineering,1019,589,5357,828,247,65,112,58,92,170,30,126,Mobile Payment App,893,98,19,2528,1411,0,Balanced
24,Non-binary,Junior,Computer Science,669,7,4461,828,266,59,60,129,27,131,75,165,Credit/Debit Card,744,1,10,2434,1764,2,Over-Spender
19,Female,Freshman,Computer Science,933,698,4156,780,371,80,235,84,82,269,50,170,Mobile Payment App,693,116,39,2618,1569,0,Balanced
20,Female,Junior,Psychology,1166,671,3244,528,164,117,238,127,56,243,84,108,Cash,541,112,40,2008,730,1,Saver
25,Non-binary,Freshman,Economics,1197,652,4424,637,248,186,186,82,58,254,116,27,Mobile Payment App,737,109,31,2376,1070,0,Balanced
19,Female,Senior,Biology,973,695,4709,555,114,93,190,121,70,190,129,178,Cash,785,116,32,2267,1178,0,Balanced
23,Female,Junior,Computer Science,1381,696,4387,646,171,142,97,109,83,216,88,190,Cash,731,116,16,2392,895,1,Saver
22,Male,Junior,Psychology,1082,221,4524,533,276,131,242,109,21,217,49,182,Credit/Debit Card,754,37,40,2312,1193,0,Balanced
23,Male,Senior,Engineering,1160,168,3395,810,105,182,51,26,64,279,74,105,Cash,566,28,8,2219,1031,1,Saver
22,Female,Junior,Computer Science,1011,753,3523,475,392,187,298,99,73,125,93,31,Cash,587,126,50,2112,975,1,Saver
20,Non-binary,Senior,Psychology,1412,155,5576,443,305,119,136,120,41,290,30,91,Mobile Payment App,929,26,23,2391,953,1,Saver
24,Non-binary,Junior,Psychology,1391,259,3572,755,136,55,86,62,66,187,153,23,Cash,595,43,14,2046,612,1,Saver
20,Male,Freshman,Economics,1293,672,5635,435,389,192,87,23,64,67,77,137,Credit/Debit Card,939,112,14,2337,932,1,Saver
20,Male,Freshman,Psychology,1380,594,3658,739,277,187,92,144,69,283,68,21,Mobile Payment App,610,99,15,2413,934,1,Saver
22,Male,Senior,Psychology,764,286,5430,589,387,61,68,46,96,86,46,85,Mobile Payment App,905,48,11,2312,1500,0,Balanced
22,Female,Senior,Biology,1346,520,3688,969,152,194,151,42,38,252,65,163,Cash,615,87,25,2515,1082,0,Balanced
19,Female,Senior,Biology,1407,560,3380,508,265,52,206,40,98,274,84,135,Mobile Payment App,563,93,34,2053,553,1,Saver
20,Male,Junior,Economics,957,393,3497,723,339,139,69,112,46,284,57,28,Mobile Payment App,583,66,12,2323,1300,0,Balanced
22,Non-binary,Senior,Economics,1174,612,3649,543,237,123,200,129,90,190,101,65,Mobile Payment App,608,102,33,2119,843,1,Saver
24,Non-binary,Sophomore,Computer Science,541,640,5965,609,270,191,215,139,43,281,88,145,Cash,994,107,36,2796,2148,2,Over-Spender
