age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,tuition_monthly,financial_aid_monthly,books_supplies_monthly,total_spending,spending_ratio,spending_category
19,Non-binary,Senior,Computer Science,574,103,5976,605,372,82,296,39,42,287,153,133,Credit/Debit Card,996,17,49,2758,4.666666666666667,Over-Spender
19,Male,Sophomore,Biology,1115,12,3779,482,306,161,281,150,76,265,170,193,Mobile Payment App,630,2,47,2480,2.2202327663384063,Balanced
25,Male,Sophomore,Engineering,1257,45,3653,809,373,147,246,78,36,275,158,197,Credit/Debit Card,609,8,41,2723,2.1525691699604743,Balanced
23,Male,Junior,Economics,1069,130,5452,503,218,83,93,72,65,170,89,144,Cash,909,22,16,2269,2.07974335472044,Balanced
22,Non-binary,Junior,Biology,757,471,3362,719,359,69,253,145,48,159,63,79,Credit/Debit Card,560,78,42,2243,2.68622754491018,Over-Spender
21,Non-binary,Sophomore,Psychology,794,166,3624,908,371,73,222,103,41,283,152,109,Cash,604,28,37,2681,3.261557177615572,Over-Spender
22,Male,Freshman,Computer Science,1139,845,4743,893,356,126,255,20,65,62,195,25,Credit/Debit Card,790,141,42,2574,2.0109375,Balanced
23,Non-binary,Sophomore,Engineering,598,125,5824,413,278,130,91,88,60,152,82,27,Cash,971,21,15,2216,3.579967689822294,Over-Spender
21,Female,Freshman,Economics,514,402,4642,494,395,92,56,104,66,98,131,135,Mobile Payment App,774,67,9,2298,3.955249569707401,Over-Spender
23,Male,Freshman,Psychology,1479,418,3501,960,344,103,239,63,95,146,31,185,Mobile Payment App,584,70,40,2551,1.6468689477081988,Saver
24,Non-binary,Junior,Biology,633,361,4634,685,252,128,268,107,74,139,190,23,Credit/Debit Card,772,60,45,2415,3.484848484848485,Over-Spender
25,Non-binary,Senior,Biology,1437,150,4770,941,286,104,274,100,21,199,136,188,Credit/Debit Card,795,25,46,2816,1.9261285909712722,Saver
22,Male,Sophomore,Biology,1135,279,4825,793,370,115,87,93,36,102,111,41,Credit/Debit Card,804,46,14,2479,2.099068585944115,Balanced
21,Female,Junior,Engineering,1433,11,4125,832,313,123,187,134,62,61,200,102,Cash,688,2,31,2546,1.7742160278745644,Saver
20,Female,Senior,Computer Science,824,93,3471,538,249,127,224,72,76,90,169,183,Credit/Debit Card,578,16,37,2119,2.5226190476190475,Over-Spender
24,Male,Junior,Psychology,967,288,4629,958,284,107,256,129,85,172,46,45,Mobile Payment App,772,48,43,2641,2.601970443349754,Balanced
25,Male,Sophomore,Economics,1126,708,3830,405,343,159,226,98,24,197,162,160,Mobile Payment App,638,118,38,2224,1.787781350482315,Balanced
21,Female,Sophomore,Psychology,885,513,5497,832,136,66,241,123,66,256,137,53,Credit/Debit Card,916,86,40,2625,2.703398558187436,Balanced
25,Non-binary,Sophomore,Psychology,525,984,4547,670,359,148,192,38,56,162,31,86,Credit/Debit Card,758,164,32,2340,3.3962264150943398,Over-Spender
20,Male,Senior,Psychology,1009,14,4309,699,262,117,136,24,67,113,93,45,Mobile Payment App,718,2,23,2161,2.1374876360039563,Balanced
18,Non-binary,Senior,Psychology,1478,46,5450,957,360,77,112,22,50,265,183,92,Mobile Payment App,908,8,19,2933,1.9737550471063257,Saver
19,Male,Sophomore,Computer Science,547,365,3465,645,316,58,186,120,54,196,135,119,Mobile Payment App,578,61,31,2252,3.7039473684210527,Over-Spender
22,Female,Freshman,Psychology,549,410,4796,749,304,167,82,142,100,271,169,153,Credit/Debit Card,799,68,14,2868,4.648298217179903,Over-Spender
25,Female,Junior,Engineering,1326,611,5451,734,205,91,73,95,71,217,126,140,Mobile Payment App,908,102,12,2599,1.8200280112044818,Saver
21,Male,Junior,Psychology,761,9,4836,594,375,53,256,55,41,50,126,35,Cash,806,2,43,2178,2.854521625163827,Over-Spender
25,Non-binary,Senior,Computer Science,1344,494,5885,809,233,167,171,83,60,94,61,154,Cash,981,82,28,2670,1.8723702664796633,Saver
22,Male,Junior,Biology,895,885,5489,456,343,157,177,123,75,77,156,139,Credit/Debit Card,915,148,30,2471,2.3691275167785233,Balanced
23,Non-binary,Junior,Economics,1036,811,4911,437,398,134,299,69,55,156,35,123,Mobile Payment App,818,135,50,2275,1.9427839453458582,Balanced
22,Non-binary,Senior,Computer Science,664,538,3008,417,236,75,136,131,60,243,156,116,Credit/Debit Card,501,90,23,1958,2.5968169761273208,Over-Spender
22,Non-binary,Senior,Computer Science,1403,789,5886,962,163,129,149,35,92,251,166,114,Cash,981,132,25,2918,1.9009771986970685,Saver
23,Male,Senior,Engineering,1094,360,4651,622,242,90,98,103,77,138,111,190,Cash,775,60,16,2364,2.048526863084922,Balanced
24,Female,Sophomore,Computer Science,789,413,3482,835,206,128,153,137,77,115,67,135,Mobile Payment App,580,69,26,2306,2.687645687645688,Over-Spender
25,Non-binary,Sophomore,Biology,587,756,5035,797,291,171,283,89,26,238,74,119,Cash,839,126,47,2691,3.774193548387097,Over-Spender
23,Male,Junior,Biology,509,395,3729,607,326,156,251,138,45,204,30,59,Mobile Payment App,622,66,42,2229,3.876521739130435,Over-Spender
19,Male,Junior,Computer Science,1382,935,4650,853,203,180,230,33,55,297,43,122,Credit/Debit Card,775,156,38,2599,1.6898569570871262,Saver
25,Non-binary,Senior,Engineering,1301,757,3811,664,121,115,239,126,48,121,172,114,Mobile Payment App,635,126,40,2156,1.5108619481429573,Saver
23,Non-binary,Senior,Engineering,777,53,4935,505,268,181,194,79,60,71,54,65,Mobile Payment App,822,9,32,2137,2.71882951653944,Over-Spender
19,Male,Sophomore,Psychology,505,646,4935,688,129,143,112,130,89,209,197,81,Cash,822,108,19,2507,4.089722675367048,Over-Spender
24,Female,Junior,Engineering,866,796,4865,756,274,181,260,141,47,237,125,67,Cash,811,133,43,2682,2.684684684684685,Balanced
19,Male,Freshman,Biology,1329,127,3321,836,277,92,108,27,67,251,87,87,Mobile Payment App,554,21,18,2296,1.7007407407407407,Saver
20,Non-binary,Freshman,Economics,1372,297,4227,505,142,144,264,20,64,195,34,74,Cash,704,50,44,1926,1.3544303797468353,Saver
24,Male,Junior,Economics,1004,883,5084,773,335,118,297,83,88,100,133,159,Credit/Debit Card,847,147,50,2686,2.3336229365768895,Balanced
23,Non-binary,Freshman,Biology,1415,153,4526,880,111,167,171,90,78,205,113,125,Cash,754,26,28,2551,1.7702984038861902,Saver
20,Female,Junior,Psychology,639,13,4097,780,226,120,86,56,23,75,147,143,Mobile Payment App,683,2,14,2267,3.5366614664586584,Over-Spender
19,Male,Sophomore,Economics,1397,854,3186,552,258,123,127,61,21,127,71,186,Credit/Debit Card,531,142,21,1951,1.267706302794022,Saver
18,Female,Freshman,Economics,935,918,3901,724,128,122,56,39,53,152,108,134,Mobile Payment App,650,153,9,2119,1.947610294117647,Balanced
18,Non-binary,Senior,Computer Science,882,524,4983,502,196,153,63,131,80,274,140,86,Credit/Debit Card,830,87,10,2402,2.478844169246646,Balanced
20,Female,Freshman,Psychology,1398,912,4709,864,267,181,165,149,62,64,92,194,Mobile Payment App,785,152,28,2686,1.7329032258064516,Saver
24,Non-binary,Sophomore,Biology,1461,403,3664,519,137,127,286,115,29,84,121,127,Cash,611,67,48,1918,1.2552356020942408,Saver
24,Male,Senior,Engineering,1430,928,4968,682,336,89,135,76,66,289,82,95,Mobile Payment App,828,155,22,2565,1.6182965299684542,Saver
22,Non-binary,Junior,Biology,953,925,5135,924,148,56,61,33,70,156,126,33,Credit/Debit Card,856,154,10,2412,2.178861788617886,Balanced
19,Male,Junior,Psychology,1456,803,3431,636,136,177,131,112,28,249,116,128,Mobile Payment App,572,134,22,2176,1.3685534591194968,Saver
22,Female,Junior,Computer Science,892,563,5529,437,230,85,57,49,27,151,44,199,Credit/Debit Card,922,94,10,2154,2.184584178498986,Balanced
20,Non-binary,Sophomore,Psychology,539,494,4349,450,398,107,215,51,52,89,191,158,Mobile Payment App,725,82,36,2257,3.634460547504026,Over-Spender
25,Non-binary,Junior,Economics,1024,756,4532,798,328,112,159,69,24,275,31,87,Cash,755,126,26,2505,2.1782608695652175,Balanced
22,Female,Senior,Biology,1405,544,5276,782,281,52,67,69,77,270,141,196,Mobile Payment App,879,91,11,2758,1.8435828877005347,Saver
21,Male,Sophomore,Biology,691,710,3636,478,342,58,136,65,75,277,170,136,Credit/Debit Card,606,118,23,2230,2.7564894932014834,Over-Spender
19,Female,Junior,Biology,1157,333,3509,987,281,77,170,27,87,151,108,68,Mobile Payment App,585,56,28,2399,1.9777411376751854,Balanced
21,Non-binary,Junior,Computer Science,555,980,5657,707,302,195,207,141,91,126,180,67,Credit/Debit Card,943,163,34,2786,3.8802228412256268,Over-Spender
25,Non-binary,Senior,Biology,1245,803,4743,899,285,99,193,106,76,270,200,58,Credit/Debit Card,790,134,32,2815,2.041334300217549,Saver
25,Male,Senior,Biology,1227,408,5607,759,365,137,247,97,56,162,136,173,Credit/Debit Card,934,68,41,2860,2.2084942084942085,Balanced
18,Female,Freshman,Biology,825,403,5204,401,293,75,268,24,36,105,197,125,Mobile Payment App,867,67,45,2168,2.430493273542601,Balanced
18,Female,Freshman,Economics,1359,468,3900,401,283,190,183,60,78,153,64,195,Credit/Debit Card,650,78,30,2104,1.464161447459986,Saver
22,Male,Junior,Economics,556,317,4429,834,166,130,174,86,46,222,33,145,Mobile Payment App,738,53,29,2429,3.9885057471264367,Over-Spender
20,Non-binary,Sophomore,Biology,1110,400,5325,586,400,62,120,54,30,294,125,167,Mobile Payment App,888,67,20,2626,2.231096006796941,Balanced
21,Non-binary,Sophomore,Engineering,518,565,4940,783,157,97,129,122,20,71,175,115,Mobile Payment App,823,94,22,2385,3.8970588235294117,Over-Spender
19,Male,Senior,Engineering,932,611,4386,833,159,84,184,63,80,223,73,179,Mobile Payment App,731,102,31,2456,2.375241779497099,Balanced
22,Female,Senior,Computer Science,683,651,5671,866,101,155,274,131,81,183,49,21,Mobile Payment App,945,108,46,2578,3.259165613147914,Over-Spender
24,Male,Sophomore,Economics,1397,375,5325,637,139,83,217,55,48,293,195,71,Cash,888,62,36,2445,1.6758053461274847,Saver
24,Non-binary,Freshman,Biology,1201,441,4212,864,140,83,97,85,89,90,115,141,Credit/Debit Card,702,74,16,2325,1.8235294117647058,Saver
22,Non-binary,Junior,Psychology,1402,519,3124,886,381,193,120,64,68,153,151,118,Mobile Payment App,521,86,20,2555,1.7170698924731183,Saver
25,Male,Senior,Economics,844,18,5452,910,220,71,109,75,91,244,105,123,Credit/Debit Card,909,3,18,2766,3.2656434474616294,Over-Spender
19,Female,Senior,Biology,1366,142,5925,614,304,163,240,127,83,108,163,152,Credit/Debit Card,988,24,40,2742,1.9726618705035972,Saver
19,Male,Senior,Biology,923,734,4576,519,383,110,255,36,31,225,126,123,Credit/Debit Card,763,122,42,2358,2.2564593301435405,Balanced
21,Non-binary,Freshman,Biology,542,905,3434,987,297,160,189,150,26,286,185,86,Cash,572,151,32,2781,4.012987012987013,Over-Spender
23,Female,Junior,Biology,1130,49,4833,415,100,160,262,98,32,99,117,149,Credit/Debit Card,806,8,44,2020,1.7750439367311073,Balanced
23,Non-binary,Junior,Biology,848,420,4663,950,173,167,101,108,29,54,159,128,Mobile Payment App,777,70,17,2562,2.7908496732026142,Over-Spender
19,Female,Junior,Engineering,1022,227,4305,982,296,73,252,149,79,206,152,162,Cash,718,38,42,2859,2.6971698113207547,Balanced
23,Non-binary,Junior,Economics,1189,980,4230,607,190,52,250,140,63,190,125,186,Credit/Debit Card,705,163,42,2300,1.7011834319526626,Saver
18,Female,Sophomore,Economics,771,45,3719,821,189,173,295,60,38,258,107,187,Mobile Payment App,620,8,49,2502,3.2118100128369704,Over-Spender
25,Non-binary,Sophomore,Computer Science,1280,483,5743,678,206,54,82,49,85,256,187,29,Credit/Debit Card,957,80,14,2515,1.849264705882353,Saver
21,Male,Senior,Biology,933,988,4414,731,298,123,273,22,20,147,41,128,Cash,736,165,46,2292,2.087431693989071,Balanced
24,Female,Sophomore,Computer Science,1257,795,5913,480,120,107,300,34,46,219,193,195,Mobile Payment App,986,132,50,2430,1.7494600431965444,Saver
24,Female,Junior,Computer Science,1313,818,3335,845,363,190,212,69,37,103,186,79,Cash,556,136,35,2463,1.699792960662526,Saver
21,Male,Senior,Engineering,1034,927,4084,758,330,179,136,149,63,242,190,36,Mobile Payment App,681,154,23,2651,2.2314814814814814,Balanced
19,Male,Sophomore,Psychology,669,153,5509,741,335,78,170,69,68,296,73,166,Mobile Payment App,918,26,28,2772,3.9884892086330934,Over-Spender
19,Non-binary,Senior,Computer Science,728,814,3380,970,183,178,139,29,63,193,64,175,Mobile Payment App,563,136,23,2441,2.8252314814814814,Over-Spender
18,Male,Sophomore,Economics,569,513,5429,730,375,118,195,96,27,280,65,136,Mobile Payment App,905,86,32,2764,4.219847328244275,Over-Spender
19,Male,Freshman,Engineering,960,179,5253,671,161,128,273,40,89,233,163,172,Cash,876,30,46,2579,2.605050505050505,Balanced
18,Male,Freshman,Computer Science,1288,879,3829,982,191,65,86,107,80,97,137,134,Cash,638,146,14,2445,1.705020920502092,Saver
22,Female,Freshman,Engineering,556,904,3548,689,105,145,165,133,71,110,183,98,Cash,591,151,28,2153,3.045261669024045,Over-Spender
23,Male,Senior,Engineering,1413,80,5976,836,386,194,266,29,99,213,109,158,Cash,996,13,44,3064,2.1486676016830293,Saver
25,Non-binary,Senior,Biology,957,114,4956,923,326,150,199,49,88,246,118,78,Cash,826,19,33,2837,2.9067622950819674,Balanced
24,Non-binary,Freshman,Engineering,1084,582,3305,520,353,89,279,20,68,173,151,128,Mobile Payment App,551,97,46,2099,1.777307366638442,Balanced
22,Male,Freshman,Psychology,1270,546,4425,559,304,160,79,95,99,191,70,189,Mobile Payment App,738,91,13,2418,1.7766348273328434,Saver
24,Female,Sophomore,Computer Science,845,484,5594,793,130,51,153,77,47,89,151,63,Mobile Payment App,932,81,26,2359,2.5475161987041037,Balanced
21,Female,Freshman,Economics,1423,298,4484,439,312,157,118,56,43,235,188,129,Cash,747,50,20,2326,1.579090291921249,Saver
19,Male,Sophomore,Engineering,683,614,4718,643,132,186,83,31,68,85,181,96,Cash,786,102,14,2222,2.830573248407643,Over-Spender
21,Non-binary,Freshman,Psychology,1309,561,5639,973,303,197,117,37,64,101,37,142,Mobile Payment App,940,94,20,2814,2.0057020669992873,Saver
25,Male,Senior,Economics,888,218,4433,806,166,121,75,148,69,120,128,71,Credit/Debit Card,739,36,12,2380,2.5757575757575757,Balanced
24,Male,Sophomore,Psychology,1496,522,4678,640,212,140,200,22,69,98,162,70,Credit/Debit Card,780,87,33,2226,1.4061907770056854,Saver
25,Male,Junior,Economics,965,465,4599,737,291,88,70,70,34,170,195,64,Cash,766,78,12,2427,2.326941514860978,Balanced
20,Female,Junior,Biology,1329,533,3509,826,234,131,262,142,30,157,141,40,Cash,585,89,44,2330,1.6431593794076165,Saver
21,Female,Sophomore,Engineering,1021,789,5681,844,235,99,167,115,53,127,131,190,Mobile Payment App,947,132,28,2769,2.401561144839549,Balanced
18,Male,Freshman,Biology,501,422,5257,612,149,142,72,58,36,230,73,44,Mobile Payment App,876,70,12,2232,3.9089316987740808,Over-Spender
21,Female,Sophomore,Engineering,1223,302,3930,801,128,157,242,135,36,226,193,52,Mobile Payment App,655,50,40,2423,1.9033778476040848,Balanced
19,Male,Senior,Psychology,1495,1000,5857,980,228,126,82,39,72,144,78,190,Cash,976,167,14,2847,1.7129963898916967,Saver
25,Male,Sophomore,Engineering,862,674,5473,575,338,54,264,39,60,262,180,196,Cash,912,112,44,2660,2.731006160164271,Balanced
25,Male,Senior,Economics,1037,844,4320,894,393,176,280,73,21,241,44,196,Credit/Debit Card,720,141,47,2805,2.3811544991511036,Balanced
19,Male,Freshman,Engineering,505,293,5861,835,387,181,250,93,91,113,81,171,Cash,977,49,42,2971,5.362815884476534,Over-Spender
24,Female,Senior,Psychology,1193,397,4234,761,120,75,92,104,28,216,101,116,Credit/Debit Card,706,66,15,2242,1.7807783955520253,Saver
18,Non-binary,Sophomore,Psychology,1452,683,3275,586,327,65,176,32,40,205,160,58,Credit/Debit Card,546,114,29,2048,1.3077905491698596,Saver
24,Non-binary,Sophomore,Psychology,1422,860,4913,892,149,115,159,133,90,227,92,147,Cash,819,143,26,2690,1.718849840255591,Saver
25,Male,Sophomore,Biology,717,197,5618,696,354,105,102,26,95,300,110,78,Cash,936,33,17,2717,3.6226666666666665,Over-Spender
24,Female,Junior,Economics,1333,538,5187,467,237,183,192,114,79,248,95,41,Credit/Debit Card,864,90,32,2360,1.6584680252986648,Saver
24,Female,Sophomore,Psychology,978,974,4420,642,241,146,183,30,76,130,79,21,Cash,737,162,30,2132,1.8701754385964913,Balanced
25,Male,Freshman,Biology,1141,362,3197,926,397,121,150,122,69,258,173,120,Mobile Payment App,533,60,25,2744,2.2847626977518734,Balanced
22,Male,Sophomore,Biology,1399,611,4995,678,220,93,84,144,49,200,189,90,Mobile Payment App,832,102,14,2509,1.6715522984676883,Saver
24,Male,Freshman,Psychology,1200,341,4547,778,330,51,129,24,75,238,192,153,Cash,758,57,22,2621,2.0851233094669848,Balanced
21,Non-binary,Sophomore,Economics,1053,64,4305,444,142,139,280,34,56,176,38,147,Mobile Payment App,718,11,47,1941,1.824248120300752,Balanced
25,Non-binary,Junior,Biology,1118,584,4423,592,126,149,134,74,48,109,114,131,Cash,737,97,22,2102,1.7300411522633745,Balanced
21,Male,Junior,Biology,1094,321,3758,741,137,172,50,147,96,134,192,56,Mobile Payment App,626,54,8,2309,2.0113240418118465,Balanced
21,Non-binary,Freshman,Psychology,1252,226,4206,530,245,126,69,147,52,64,183,24,Credit/Debit Card,701,38,12,2084,1.6155038759689921,Saver
18,Male,Junior,Psychology,686,252,5848,720,238,191,265,39,58,104,142,82,Mobile Payment App,975,42,44,2593,3.5618131868131866,Over-Spender
18,Male,Junior,Economics,513,123,5909,807,168,161,181,48,26,124,46,58,Cash,985,20,30,2453,4.602251407129456,Over-Spender
25,Male,Junior,Biology,1174,75,4909,799,149,163,151,138,30,298,115,43,Cash,818,12,25,2578,2.1736930860033725,Balanced
24,Non-binary,Freshman,Psychology,1224,235,4645,913,209,101,77,85,97,78,80,111,Cash,774,39,13,2461,1.948535233570863,Balanced
23,Non-binary,Junior,Biology,975,211,3952,769,131,134,283,65,91,127,151,79,Credit/Debit Card,659,35,47,2253,2.230693069306931,Balanced
18,Male,Sophomore,Engineering,1435,950,3626,842,221,139,87,136,68,54,129,54,Mobile Payment App,604,158,14,2261,1.4193345888261142,Saver
22,Male,Senior,Engineering,894,27,4496,718,373,144,254,139,82,286,134,198,Credit/Debit Card,749,4,42,2865,3.190423162583519,Over-Spender
21,Non-binary,Junior,Economics,1168,81,5292,637,175,196,193,52,90,217,48,178,Cash,882,14,32,2507,2.1209813874788495,Balanced
25,Male,Freshman,Computer Science,1482,92,3987,540,194,125,193,143,78,268,63,199,Credit/Debit Card,664,15,32,2306,1.5404141616566467,Saver
19,Non-binary,Sophomore,Psychology,1385,249,5745,452,399,170,71,145,37,231,114,154,Mobile Payment App,958,42,12,2672,1.8724597056762438,Saver
20,Male,Sophomore,Computer Science,1476,832,5745,808,225,73,251,22,95,123,78,178,Mobile Payment App,958,139,42,2602,1.6111455108359134,Saver
22,Female,Senior,Economics,812,101,4840,777,195,87,51,71,48,162,188,58,Mobile Payment App,807,17,8,2401,2.896260554885404,Over-Spender
18,Male,Freshman,Psychology,1191,611,3373,673,327,62,164,133,26,229,107,152,Cash,562,102,27,2298,1.777262180974478,Saver
20,Male,Senior,Economics,1440,1000,3823,525,135,142,131,34,27,90,200,122,Cash,637,167,22,1934,1.2034847542003733,Saver
24,Female,Sophomore,Biology,1447,246,4038,406,235,113,98,113,50,71,37,33,Credit/Debit Card,673,41,16,1747,1.1740591397849462,Saver
21,Female,Freshman,Computer Science,1030,357,4883,806,100,99,87,46,38,155,169,91,Mobile Payment App,814,60,14,2332,2.1394495412844035,Balanced
23,Female,Senior,Engineering,1034,202,5347,558,381,116,271,67,44,228,124,184,Credit/Debit Card,891,34,45,2638,2.4700374531835205,Balanced
20,Female,Junior,Economics,1406,10,3674,967,303,94,286,61,61,121,181,62,Mobile Payment App,612,2,48,2510,1.7826704545454546,Saver
21,Non-binary,Senior,Biology,1086,38,3425,605,381,53,171,129,24,165,136,67,Credit/Debit Card,571,6,28,2159,1.9771062271062272,Balanced
25,Female,Sophomore,Psychology,1334,320,4772,794,204,129,160,139,37,228,106,67,Mobile Payment App,795,53,27,2526,1.8211968276856525,Saver
25,Female,Senior,Engineering,507,474,4996,750,181,107,156,79,27,122,39,87,Cash,833,79,26,2251,3.8412969283276452,Over-Spender
21,Male,Senior,Engineering,1483,892,4014,458,400,90,217,134,50,142,60,42,Mobile Payment App,669,149,36,2081,1.2751225490196079,Saver
20,Non-binary,Sophomore,Economics,888,228,3253,539,207,182,241,71,41,254,125,48,Credit/Debit Card,542,38,40,2049,2.212742980561555,Balanced
23,Non-binary,Freshman,Economics,1204,815,4350,871,166,120,275,87,77,237,85,21,Credit/Debit Card,725,136,46,2435,1.8171641791044777,Saver
23,Male,Junior,Economics,1047,207,5892,667,161,197,255,53,96,168,105,168,Cash,982,34,42,2639,2.4412580943570767,Balanced
21,Male,Freshman,Psychology,1279,900,5478,815,336,136,154,145,81,236,108,186,Credit/Debit Card,913,150,26,2982,2.0867739678096573,Saver
19,Female,Sophomore,Economics,613,543,5947,622,309,99,151,94,36,83,199,141,Mobile Payment App,991,90,25,2599,3.6970128022759603,Over-Spender
18,Male,Senior,Computer Science,1280,550,4843,500,112,99,119,67,70,141,97,109,Credit/Debit Card,807,92,20,2022,1.4737609329446064,Saver
25,Male,Sophomore,Economics,696,976,5246,475,258,162,87,67,68,232,72,132,Mobile Payment App,874,163,14,2354,2.7403958090803258,Over-Spender
20,Female,Senior,Economics,1191,315,4490,476,270,152,169,129,100,75,193,157,Credit/Debit Card,748,52,28,2328,1.8728881737731295,Balanced
24,Female,Freshman,Biology,1287,239,3301,493,252,98,246,36,70,282,134,114,Mobile Payment App,550,40,41,2070,1.5599095704596835,Saver
23,Female,Junior,Engineering,1391,362,4261,697,269,108,105,145,43,100,39,144,Cash,710,60,18,2273,1.5665058580289455,Saver
23,Non-binary,Sophomore,Economics,1345,291,4809,686,173,132,229,115,40,207,63,57,Credit/Debit Card,802,48,38,2313,1.6604450825556354,Saver
19,Non-binary,Junior,Computer Science,1344,825,3106,563,333,142,129,111,47,96,94,153,Cash,518,138,22,2079,1.402834008097166,Saver
23,Non-binary,Junior,Economics,779,708,3808,876,391,94,298,34,34,192,87,107,Mobile Payment App,635,118,50,2500,2.787068004459309,Over-Spender
23,Female,Senior,Economics,1123,490,5507,932,370,141,233,91,61,258,139,187,Mobile Payment App,918,82,39,3136,2.6024896265560167,Balanced
22,Male,Senior,Economics,1038,686,4766,929,366,133,70,93,90,74,118,106,Credit/Debit Card,794,114,12,2715,2.3567708333333335,Balanced
22,Female,Senior,Computer Science,595,995,3971,572,111,79,291,24,71,244,61,198,Mobile Payment App,662,166,48,2070,2.7201051248357424,Over-Spender
25,Non-binary,Freshman,Engineering,1345,295,4585,621,285,101,270,115,55,211,55,107,Cash,764,49,45,2359,1.6922525107604016,Saver
19,Non-binary,Junior,Computer Science,534,546,4102,520,371,196,106,75,56,239,45,122,Cash,684,91,18,2326,3.7216,Over-Spender
24,Non-binary,Senior,Computer Science,1176,326,4890,837,245,93,134,78,81,54,107,40,Cash,815,54,22,2372,1.9284552845528455,Balanced
20,Non-binary,Sophomore,Biology,836,105,5807,419,243,149,89,72,52,71,74,143,Mobile Payment App,968,18,15,2206,2.5831381733021077,Over-Spender
18,Female,Freshman,Biology,1047,15,4342,620,359,195,212,63,94,193,141,48,Credit/Debit Card,724,2,35,2472,2.3565300285986654,Balanced
24,Female,Sophomore,Engineering,865,907,5189,936,161,115,284,61,100,234,129,163,Mobile Payment App,865,151,47,2811,2.766732283464567,Balanced
18,Non-binary,Junior,Psychology,1148,565,3353,613,218,159,271,92,67,235,122,186,Credit/Debit Card,559,94,45,2296,1.8486312399355878,Balanced
21,Female,Senior,Engineering,696,715,5238,710,195,133,98,54,66,294,41,197,Credit/Debit Card,873,119,16,2579,3.1644171779141104,Over-Spender
19,Female,Freshman,Economics,778,741,5664,558,398,171,183,71,52,148,83,138,Credit/Debit Card,944,124,30,2593,2.874722838137472,Over-Spender
22,Non-binary,Senior,Psychology,1140,598,5623,665,278,183,236,110,22,238,194,22,Credit/Debit Card,937,100,39,2688,2.167741935483871,Balanced
22,Female,Sophomore,Computer Science,557,351,3510,857,112,158,269,40,78,267,31,146,Cash,585,58,45,2319,3.770731707317073,Over-Spender
24,Male,Sophomore,Computer Science,948,741,5923,954,265,181,81,59,71,216,157,33,Mobile Payment App,987,124,14,2937,2.7397388059701493,Balanced
24,Female,Freshman,Engineering,1249,574,4477,653,111,182,112,92,84,241,112,196,Mobile Payment App,746,96,19,2436,1.8111524163568773,Saver
24,Non-binary,Sophomore,Economics,1092,988,4819,768,240,158,109,111,33,236,137,58,Credit/Debit Card,803,165,18,2562,2.0381861575178997,Balanced
20,Female,Junior,Computer Science,717,958,5667,447,304,194,95,71,49,193,94,103,Mobile Payment App,944,160,16,2415,2.7537058152793614,Over-Spender
19,Female,Sophomore,Computer Science,857,615,3851,487,255,95,287,31,46,299,93,74,Cash,642,102,48,2070,2.1584984358706985,Balanced
18,Non-binary,Senior,Biology,1021,581,4690,502,222,161,98,80,73,56,188,85,Credit/Debit Card,782,97,16,2165,1.9364937388193202,Balanced
22,Female,Sophomore,Psychology,1056,669,5378,596,278,179,223,47,87,135,55,51,Mobile Payment App,896,112,37,2361,2.021404109589041,Balanced
25,Male,Freshman,Economics,758,387,4974,534,101,76,62,65,27,120,160,26,Credit/Debit Card,829,64,10,1948,2.369829683698297,Over-Spender
21,Non-binary,Freshman,Economics,653,639,5045,496,336,84,236,115,34,220,169,125,Cash,841,106,39,2459,3.2397891963109355,Over-Spender
21,Male,Sophomore,Computer Science,643,218,4138,793,271,182,52,55,99,79,45,91,Credit/Debit Card,690,36,9,2314,3.4079528718703975,Over-Spender
25,Male,Freshman,Engineering,668,893,3446,653,347,88,276,73,95,73,152,35,Cash,574,149,46,2136,2.614443084455324,Over-Spender
25,Female,Sophomore,Psychology,645,79,3830,940,249,63,69,61,40,74,76,75,Mobile Payment App,638,13,12,2228,3.386018237082067,Over-Spender
20,Female,Senior,Psychology,1020,522,3874,408,150,162,168,129,98,255,138,174,Credit/Debit Card,646,87,28,2188,1.976513098464318,Balanced
20,Non-binary,Junior,Computer Science,1128,458,5302,602,270,65,299,143,58,218,138,142,Cash,884,76,50,2570,2.1345514950166113,Balanced
22,Male,Senior,Economics,1186,650,4387,798,139,59,160,109,21,275,119,32,Mobile Payment App,731,108,27,2310,1.78516228748068,Saver
23,Female,Senior,Psychology,528,573,4286,889,209,136,149,105,80,151,46,73,Mobile Payment App,714,96,25,2428,3.891025641025641,Over-Spender
25,Male,Senior,Computer Science,774,799,4397,629,163,75,183,39,33,54,136,125,Cash,733,133,30,2017,2.223814773980154,Balanced
22,Male,Senior,Economics,1236,255,3954,600,274,115,84,55,23,297,31,39,Credit/Debit Card,659,42,14,2107,1.6486697965571204,Saver
24,Non-binary,Sophomore,Biology,938,612,3797,928,190,65,79,111,45,196,113,171,Mobile Payment App,633,102,13,2465,2.3701923076923075,Balanced
22,Non-binary,Senior,Computer Science,1169,588,4110,508,104,159,242,30,78,105,163,195,Mobile Payment App,685,98,40,2067,1.6314127861089187,Saver
25,Male,Freshman,Computer Science,1061,333,5826,949,250,138,158,57,20,265,193,103,Mobile Payment App,971,56,26,2972,2.6606982990152193,Balanced
